MS3_id	target_id	cmpd_id	cmpd_name	status	smiles	ro5_pass	mddr.like
MS3_00009	Q13936	DB04855	Dronedarone	approved	CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2	0	1
MS3_00009	Q13936	DB01023	Felodipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC	1	0
MS3_00009	Q13936	DB00381	Amlodipine	approved	CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC	1	0
MS3_00009	Q13936	DB09089	Trimebutine	approved	CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1	1	0
MS3_00009	Q13936	DB01054	Nitrendipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	1	0
MS3_00009	Q13936	DB04920	Clevidipine	approved	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC	1	0
MS3_00009	Q13936	DB09238	Manidipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	0	1
MS3_00009	Q13936	DB00393	Nimodipine	approved	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	1	0
MS3_00009	Q13936	DB01115	Nifedipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC	1	0
MS3_00009	Q13936	DB06712	Nilvadipine	approved	COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N	1	0
MS3_00015	Q16740	DB04464	N-Formylmethionine	experimental	[H][C@@](CCSC)(NC=O)C(O)=O	1	0
MS3_00024	Q13698	DB00381	Amlodipine	approved	CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC	1	0
MS3_00024	Q13698	DB00568	Cinnarizine	approved	C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	0	1
MS3_00024	Q13698	DB09090	Pinaverium	approved	COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1	0	1
MS3_00024	Q13698	DB09238	Manidipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	0	1
MS3_00024	Q13698	DB00393	Nimodipine	approved	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	1	0
MS3_00024	Q13698	DB00653	Magnesium Sulfate	approved	[Mg++].[O-]S([O-])(=O)=O	1	0
MS3_00024	Q13698	DB00661	Verapamil	approved	COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1	0	0
MS3_00024	Q13698	DB00898	Ethanol	approved	CCO	1	0
MS3_00024	Q13698	DB01023	Felodipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC	1	0
MS3_00024	Q13698	DB01054	Nitrendipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	1	0
MS3_00024	Q13698	DB01115	Nifedipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC	1	0
MS3_00024	Q13698	DB01388	Mibefradil	investigational	COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C	0	1
MS3_00024	Q13698	DB04855	Dronedarone	approved	CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2	0	1
MS3_00024	Q13698	DB04920	Clevidipine	approved	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC	1	0
MS3_00024	Q13698	DB00421	Spironolactone	approved	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O	1	0
MS3_00024	Q13698	DB00270	Isradipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C	1	1
MS3_00024	Q13698	DB00401	Nisoldipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C	1	0
MS3_00024	Q13698	DB06712	Nilvadipine	approved	COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N	1	0
MS3_00024	Q13698	DB09089	Trimebutine	approved	CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1	1	0
MS3_00036	Q13698	DB00381	Amlodipine	approved	CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC	1	0
MS3_00036	Q13698	DB00568	Cinnarizine	approved	C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	0	1
MS3_00036	Q13698	DB09090	Pinaverium	approved	COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1	0	1
MS3_00036	Q13698	DB09238	Manidipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	0	1
MS3_00036	Q13698	DB00393	Nimodipine	approved	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	1	0
MS3_00036	Q13698	DB00653	Magnesium Sulfate	approved	[Mg++].[O-]S([O-])(=O)=O	1	0
MS3_00036	Q13698	DB00661	Verapamil	approved	COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1	0	0
MS3_00036	Q13698	DB00898	Ethanol	approved	CCO	1	0
MS3_00036	Q13698	DB01023	Felodipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC	1	0
MS3_00036	Q13698	DB01054	Nitrendipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	1	0
MS3_00036	Q13698	DB01115	Nifedipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC	1	0
MS3_00036	Q13698	DB01388	Mibefradil	investigational	COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C	0	1
MS3_00036	Q13698	DB04855	Dronedarone	approved	CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2	0	1
MS3_00036	Q13698	DB04920	Clevidipine	approved	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC	1	0
MS3_00036	Q13698	DB00421	Spironolactone	approved	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O	1	0
MS3_00036	Q13698	DB00270	Isradipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C	1	1
MS3_00036	Q13698	DB00401	Nisoldipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C	1	0
MS3_00036	Q13698	DB06712	Nilvadipine	approved	COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N	1	0
MS3_00036	Q13698	DB09089	Trimebutine	approved	CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1	1	0
MS3_00046	P63096	DB04315	Guanosine-5'-Diphosphate	experimental	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1	0	1
MS3_00046	P63096	DB04444	Tetrafluoroaluminate Ion	experimental	F[Al](F)(F)[F-]	1	0
MS3_00047	P31946	DB09130	Copper	approved	[Cu]	1	0
MS3_00047	P31946	DB12695	Phenethyl Isothiocyanate	investigational	S=C=NCCC1=CC=CC=C1	1	0
MS3_00050	Q13936	DB01373	Calcium	approved	[Ca]	1	0
MS3_00050	Q13936	DB00401	Nisoldipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C	1	0
MS3_00050	Q13936	DB00270	Isradipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C	1	1
MS3_00050	Q13936	DB06751	Drotaverine	approved	CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1	1	1
MS3_00050	Q13936	DB01388	Mibefradil	investigational	COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C	0	1
MS3_00050	Q13936	DB00568	Cinnarizine	approved	C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	0	1
MS3_00050	Q13936	DB00622	Nicardipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1	1	1
MS3_00050	Q13936	DB00653	Magnesium Sulfate	approved	[Mg++].[O-]S([O-])(=O)=O	1	0
MS3_00050	Q13936	DB00661	Verapamil	approved	COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1	0	0
MS3_00050	Q13936	DB00898	Ethanol	approved	CCO	1	0
MS3_00050	Q13936	DB00308	Ibutilide	approved	CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	1	0
MS3_00050	Q13936	DB00421	Spironolactone	approved	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O	1	0
MS3_00050	Q13936	DB04855	Dronedarone	approved	CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2	0	1
MS3_00050	Q13936	DB01023	Felodipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC	1	0
MS3_00050	Q13936	DB00381	Amlodipine	approved	CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC	1	0
MS3_00050	Q13936	DB09089	Trimebutine	approved	CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1	1	0
MS3_00050	Q13936	DB01054	Nitrendipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	1	0
MS3_00050	Q13936	DB04920	Clevidipine	approved	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC	1	0
MS3_00050	Q13936	DB09238	Manidipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	0	1
MS3_00050	Q13936	DB00393	Nimodipine	approved	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	1	0
MS3_00050	Q13936	DB01115	Nifedipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC	1	0
MS3_00050	Q13936	DB06712	Nilvadipine	approved	COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N	1	0
MS3_00055	Q13936	DB01373	Calcium	approved	[Ca]	1	0
MS3_00055	Q13936	DB00401	Nisoldipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C	1	0
MS3_00055	Q13936	DB00270	Isradipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C	1	1
MS3_00055	Q13936	DB06751	Drotaverine	approved	CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1	1	1
MS3_00055	Q13936	DB01388	Mibefradil	investigational	COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C	0	1
MS3_00055	Q13936	DB00568	Cinnarizine	approved	C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	0	1
MS3_00055	Q13936	DB00622	Nicardipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1	1	1
MS3_00055	Q13936	DB00653	Magnesium Sulfate	approved	[Mg++].[O-]S([O-])(=O)=O	1	0
MS3_00055	Q13936	DB00661	Verapamil	approved	COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1	0	0
MS3_00055	Q13936	DB00898	Ethanol	approved	CCO	1	0
MS3_00055	Q13936	DB00308	Ibutilide	approved	CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	1	0
MS3_00055	Q13936	DB00421	Spironolactone	approved	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O	1	0
MS3_00055	Q13936	DB04855	Dronedarone	approved	CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2	0	1
MS3_00055	Q13936	DB01023	Felodipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC	1	0
MS3_00055	Q13936	DB00381	Amlodipine	approved	CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC	1	0
MS3_00055	Q13936	DB09089	Trimebutine	approved	CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1	1	0
MS3_00055	Q13936	DB01054	Nitrendipine	approved	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	1	0
MS3_00055	Q13936	DB04920	Clevidipine	approved	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC	1	0
MS3_00055	Q13936	DB09238	Manidipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	0	1
MS3_00055	Q13936	DB00393	Nimodipine	approved	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	1	0
MS3_00055	Q13936	DB01115	Nifedipine	approved	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC	1	0
MS3_00055	Q13936	DB06712	Nilvadipine	approved	COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N	1	0
MS3_00057	Q9H252	DB00457	Prazosin	approved	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1	1	0
MS3_00057	Q9H252	DB00590	Doxazosin	approved	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1	1	0
MS3_00057	Q9H252	DB01110	Miconazole	approved	ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1	0	1
MS3_00057	Q9H252	DB01162	Terazosin	approved	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1	1	0
MS3_00057	Q9H252	DB00308	Ibutilide	approved	CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	1	0
MS3_00074	P04179	DB03297	Benzylsulfinic Acid	experimental	OS(=O)(=O)CC1=CC=CC=C1	1	0
MS3_00074	P04179	DB04436	3-Fluorotyrosine	experimental	N[C@@H](CC1=CC(F)=C(O)C=C1)C(O)=O	1	0
MS3_00078	Q02169	DB02333	Deoxyuridine-5'-Triphosphate	experimental	O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	0	0
MS3_00078	Q02169	DB02772	Sucrose	approved	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	0	0
MS3_00079	O95470	DB00114	Pyridoxal Phosphate	approved	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O	1	0
MS3_00085	P22694	DB02482	Phosphonothreonine	experimental	C[C@H](OP(O)(O)=O)[C@@H](N)C(O)=O	1	0
MS3_00088	Q9HCP0	DB08325	2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE	experimental	CC(C)N1C=NC2=C1NC(NCCO)=N\C2=N/C1=CC=CC(Cl)=C1	1	0
MS3_00104	P50613	DB02482	Phosphonothreonine	experimental	C[C@H](OP(O)(O)=O)[C@@H](N)C(O)=O	1	0
MS3_00104	P50613	DB03496	Alvocidib	experimental	CN1CC[C@@H]([C@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl	1	0
MS3_00120	P53611	DB04464	N-Formylmethionine	experimental	[H][C@@](CCSC)(NC=O)C(O)=O	1	0
MS3_00120	P53611	DB07780	FARNESYL DIPHOSPHATE	experimental	CC(C)=CCC\C(C)=C\CC\C(C)=C\CO[P@@](=O)(O)OP(=O)(O)O	1	0
MS3_00120	P53611	DB07841	Geranylgeranyl diphosphate	experimental	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O	0	0
MS3_00143	P53597	DB00139	Succinic acid	approved	OC(=O)CCC(O)=O	1	0
MS3_00150	P46939	DB01593	Zinc	approved	[Zn]	1	0
MS3_00162	P16066	DB05034	Ularitide	investigational	CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)[C@@H](C)O	0	1
MS3_00162	P16066	DB00325	Nitroprusside	approved	O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N	1	0
MS3_00162	P16066	DB00727	Nitroglycerin	approved	[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O	1	0
MS3_00162	P16066	DB00883	Isosorbide Dinitrate	approved	[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O	1	0
MS3_00162	P16066	DB01612	Amyl Nitrite	approved	CCCCCON=O	1	0
MS3_00162	P16066	DB01613	Erythrityl Tetranitrate	approved	[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O	0	0
MS3_00166	O76083	DB00201	Caffeine	approved	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1	0
MS3_00166	O76083	DB09283	Trapidil	approved	CCN(CC)C1=CC(C)=NC2=NC=NN12	1	0
MS3_00166	O76083	DB03597	Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	experimental	[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC1=CC=CC=C1I)C(O)=NCC(O)=O)C(O)=O	0	0
MS3_00166	O76083	DB07954	3-isobutyl-1-methyl-7H-xanthine	experimental	CC(C)CN1C2=C(N=CN2)C(=O)N(C)C1=O	1	0
MS3_00167	P14735	DB00626	Bacitracin	approved	CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC	0	1
MS3_00170	P14735	DB00626	Bacitracin	approved	CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC	0	1
MS3_00172	Q92696	DB04464	N-Formylmethionine	experimental	[H][C@@](CCSC)(NC=O)C(O)=O	1	0
MS3_00172	Q92696	DB07780	FARNESYL DIPHOSPHATE	experimental	CC(C)=CCC\C(C)=C\CC\C(C)=C\CO[P@@](=O)(O)OP(=O)(O)O	1	0
MS3_00172	Q92696	DB07841	Geranylgeranyl diphosphate	experimental	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O	0	0
MS3_00180	Q9UBV8	DB11093	Calcium Citrate	approved	[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	1	0
MS3_00180	Q9UBV8	DB11348	Calcium Phosphate	approved	[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O	1	0
MS3_00187	P63096	DB04315	Guanosine-5'-Diphosphate	experimental	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1	0	1
MS3_00187	P63096	DB04444	Tetrafluoroaluminate Ion	experimental	F[Al](F)(F)[F-]	1	0
MS3_00199	P49619	DB00144	Phosphatidyl serine	approved	CCCC(=O)O[C@H](COC(=O)CC)COP(O)(=O)OC[C@H](N)C(O)=O	1	0
MS3_00207	P43004	DB00142	Glutamic Acid	approved	N[C@@H](CCC(O)=O)C(O)=O	1	0
MS3_00232	Q14145	DB08908	Dimethyl fumarate	approved	[H]\C(=C(\[H])C(=O)OC)C(=O)OC	1	0
MS3_00232	Q14145	DB11638	Artenimol	approved		NA	NA
MS3_00235	Q13003	DB00142	Glutamic Acid	approved	N[C@@H](CCC(O)=O)C(O)=O	1	0
MS3_00246	O00408	DB02315	Cyclic Guanosine Monophosphate	experimental	NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1	1	0
MS3_00246	O00408	DB05142	ND7001	investigational		NA	NA
MS3_00246	O00408	DB07954	3-isobutyl-1-methyl-7H-xanthine	experimental	CC(C)CN1C2=C(N=CN2)C(=O)N(C)C1=O	1	0
